英文原文,中文原文,libre译文,llama2译文,atom-7B译文,bleu_score_libre,bleu_score_llama2,bleu_score_atom-7B
"first and foremost , Erdogan needs all the friends he can get after he was nearly ousted from power last month in a failed coup .",首先 ， 埃 尔多 安在 上个月 政变 失败 后 险些 被 赶下台 ， 因此 他 需要 所有 朋友 的 支持 。,erdogan在上个月的政变中.,"
首先和最重要的是，Erdogan需要所有他可以得到的朋友， nachdem er letzte Monat fast durch einen gescheiterten Staatsstreich aus dem Amt entfernt wurde.

(Note: Please keep in mind that the translation is in Simplified Chinese, which is the standard writing system used in mainland China. If you need Traditional Chinese, please let me know.)",{首先，埃尔多安在上个月的政变失败后被几乎推翻，因此他急需所有能得到的朋友。},1.76e-155,0.036835473,0.4605661864718383
repeat terror attacks on Turkey have clearly shaken him too .,不断 的 恐怖袭击 显然 已 对 他 造成 很大 打击 。,对土耳其的再三恐怖袭击也明显地震撼了他.,"
重复的恐怖袭击在土耳其已经明确地将他摇了。 (répeating terror attacks on Turkey have clearly shaken him too.)","""重复的恐怖袭击在土耳其已经清楚地使他也感到震惊。""",8.61e-155,0.065372045,0.12838814775327384
there is also an economic motive .,同时 也 有 经济 动机 。,也有经济动机.,"
也有经济动机。",也有经济动机。,0.634186114,0.60653066,0.6065306597126334
"Russian sanctions have hit hard - particularly the ban on charter flights , which usually carry several million Russian tourists to the Turkish coast each year .",俄罗斯 制裁 对 土耳其 打击 很大 ， 尤其 是 禁止 每年 可 输送 几百万 俄罗斯 游客 至 土耳其 海岸 的 包机 服务 。,通常每年有数百万俄罗斯游客前往土耳其海岸.,"
「俄羅斯制裁已经严重影响――尤其是禁止包机的措施，这些包机通常每年将几百万名俄罗斯旅行者運送到土耳其海岸。」",{俄罗斯制裁影响巨大，特别是禁止包机旅游的限制，通常每年将数百万俄罗斯游客送往土耳其海岸。},0.100398071,0.223606798,0.3086066999241838
the number has slumped by almost 90 % .,该 数字 已 大幅 下滑 近 90 % 。,这一数字下降近90%.,"
該數字已經下降了近90%。",{这个数字已经下降了将近90%。},5.22e-155,4.24e-155,4.972227154133551e-155
"as for Russia , tour operators and charter companies here will certainly be relieved when flights eventually resume .",随着 航班 恢复 ， 俄罗斯 的 旅行社 与 包机 公司 必将 松 一口气 。,当航班最终恢复时.,"
「对于俄罗斯，当航班最终恢复时，这里的旅行社和私人航空公司将会受益。」

(Note: Please keep in mind that the translation is in Simplified Chinese, which is used in mainland China. If you need Traditional Chinese, please let me know.)",{对于俄罗斯来说，当航班最终恢复时，旅行社和包机公司将会松一口气。},2.68e-155,0.046106945,0.17078251276599332
they 're banking on a late  season rush to the Mediterranean .,他们 将 迎来 季末 地中海 旅游 潮 。,他们的银行业在季后赛 冲向地中海.,"
他們是在中東地區的晚季趨勢。 (tāmen shì zài zhōng dōng de qī zhí xiàng zhèng)

Note: ""They're banking on a late season rush to the Mediterranean"" is a bit unclear, as ""banking"" has multiple meanings. The translation above assumes that ""banking"" refers to relying or counting on something. If the context suggests a different meaning, such as ""banking"" as in financial transactions, the translation would be different.",他们指望着晚些时候前往地中海的旺季。,7.46e-155,0.0,7.458340731200295e-155
"and even this week , state TV has been predicting cheaper fruit and vegetables once Turkish agricultural imports are permitted again .",国家 电视台 甚至 在 本周 预测 ， 一旦 土耳其 农产品 进口 重新 放开 ， 水果 及 蔬菜 的 价格 将 下降 。,国家电视台也开始预测.,"
 Translation:

且连这个星期，国家电视台也在预测一旦允许土耳其农产品进口，水果和蔬菜价格将下降。",{并且就连本周，国家电视台也在预测一旦土耳其的农业进口被允许，水果和蔬菜的价格将会降低。},0.030665229,0.410890702,0.3162277660168379
""" tourists that way , tomatoes back here , "" as a report in Vedemosti newspaper phrased it .",莫斯科 报纸   Vedemosti   的 一篇 报道 称 ： “ 游客 去 了 ， 番茄 回来 了 。 ”,""" 游客,西红柿回到这里, "" 在Vedemosti报纸的一则报道中.","
 tourists 那里， Tomatoes 这里，” Ve Demosti 报纸上的报道如此形容。

（Note:  Ve Demosti 是一家俄罗斯报纸，Vedemosti 是其英文译名）","""游客往那边去，西红柿往这边来，正如《真理报》的报道所言。""",8.34e-155,0.081649658,7.458340731200295e-155
but the visit also had additional political value for Moscow .,对于 莫斯科 来说 ， 此次 访问 也 具有 额外 的 政治 价值 。,但这次访问对莫斯科也具有额外的政治价值.,"
但此访问也具有较高的政治价值 для莫斯科。 (bù qí yì xiǎng yì yě jīng yǔ zhèng zhì lǚ zhèng zhì xiǎng yě yě)",{但是，这次访问也为莫斯科带来了额外的政治价值。},0.550481883,0.102752467,0.3922322702763681
Ankara is angry with the West for what it considers a weak response to the attempted takeover .,安卡拉 对于 西方 世界 对 接管 意图 的 微弱 反应 感到 愤怒 。,安卡拉对西方感到愤怒.,"
安卡拉对西方表示不满，因为它认为西方对它的抵抗企图不够强烈。

(Note: 安卡拉 (Ankara) refers to the capital city of Turkey, and 西方 (West) refers to the Western world, specifically the United States and Europe.)","{Ankara is angry with the West for what it considers a weak response to the attempted takeover .} 

{安卡拉对西方认为对企图接管的弱回应感到愤怒。}",0.127129834,4.2200000000000005e-155,0.07898644934440115
add to that its long  standing grudge at the snail 's pace of talks to join the EU and step in Mr Putin - who is keen to capitalise on the chill and chip away at Turkey 's ties with the West .,此外 ， 安卡拉 对于 加入 欧盟 谈判 的 缓慢 进展 及 普京 的 插手 长期 感到 不满 ， 普京 热衷于 利用 政治 寒意 以及 削弱 土耳其 与 西方 世界 的 关系 。,"此外,它长期怀恨在心的怀恨在心的是加入欧盟并介入普京先生,他热衷于利用土耳其与西方的联系.","
我需要翻译的内容是：

“加上其长期怨恨的对话加入欧盟的速度，以及普京的急趋趋势，他是意图利用这种冷漠，并削弱土耳其与西方的关系。”",{添加到这一点，它是对蜗牛般的谈判速度加入欧盟和普京先生急于利用这种冷淡，剥蚀土耳其与西方联系的长期仇恨。},0.241027808,0.265684466,0.17616847531580168
the Russian leader certainly won bonus points with Ankara for calling in support of the elected authorities after the attempted coup .,由于 在 政变 失败 后 拥护 当选 当局 ， 俄罗斯 领导人 必将 获得 安卡拉 的 加分 。,俄罗斯领导人在未遂政变后呼吁支持民选当局.,"
 Russıan lıderı Ankara'nın seçme yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştirilmiş yetiştiril","""The Russian leader certainly won bonus points with Ankara for calling in support of the elected authorities after the attempted coup."" 的中文翻译是：""俄罗斯领导人无疑赢得了安卡拉的加分，因为在政变企图失败后支持选举政府。""",0.129356143,0.0,0.14744195615489714
"mind you , that 's a given for Moscow which has its own deep  seated fear of regime change .",注意 ， 这 对于 一直 对 政权 更迭 怀抱 根深蒂固 恐惧 的 莫斯科 来说 是 一种 馈赠 。,"这是对莫斯科的回报, 莫斯科对政权的更迭非常恐惧.","
「当然， given the fact that Moscow has its own deep-seated fear of regime change.」（翻译）","""请注意，这对莫斯科来说已经是既定的事实，莫斯科有自己的深层恐惧，即政权更迭。""",0.170816341,0.0,0.25482359571881275
"so the summit at this glitzy , seaside palace allowed Russia and Turkey to present what one analyst described to me as an "" alliance of misfits "" : two countries that feel rejected and mistreated by the West , joining forces .",因此 ， 在 这个 金碧辉煌 的 海边 宫殿 所 举行 的 会面 使 俄罗斯 与 土耳其 两个 被 西方 世界 拒绝 与 虐待 的 国家 结成 盟友 ， 一位 分析师 将 其 描述 为 “ 格格不入 联盟 ” 。,"因此,在这个模糊的海边宫殿上,首脑会议允许俄罗斯和土耳其向我介绍一位分析家所说的 "" 不合时宜的联盟 "" :两个国家感到西方的拒绝和虐待,联合起来.","
所以这个叫金海front的宫殿峰会使俄罗斯和土耳其能够展示一个“不稳定的联盟”：两个感受到西方排挤和不公正待遇的国家合作。","""因此，这次在豪华的海滨宫殿举行的峰会使俄罗斯和土耳其得以展示一个由失败者和受西方排斥和不公正对待的国家组成的联盟：两个国家正在联合起来。""",0.180810143,0.141197221,0.16834512458535864
"still , despite the public display of reconciliation , the two still have major differences .",然而 ， 尽管 公开 和解 ， 但 双方 仍 存在 重大 分歧 。,尽管双方公开表示和解.,"
仍然，尽管在公众面前展示和解，两个人仍然存在重大差异。 (chíng zhèng, jǐn ài zhèng yù zhāng xiǎng qiān zhēn, liǎng gè zhī zhī yǐ zhī yǐ)",{仍然，尽管表面上已经和解，两人仍然存在着重大分歧。},5.29e-155,0.033614632,0.165748386032949
"the key one is Syria , where Moscow has recently been casting itself as peacemaker but where Russia and Turkey back opposite sides .",叙利亚 是 关键因素 之一 。 莫斯科 近日 在 叙利亚 扮演 和事佬 的 角色 ， 而 俄罗斯 与 土耳其 却 支持 相反 派别 。,但俄罗斯和土耳其却背对面.,"
中文翻译：

“键要的是叙利亚， Moskva 最近在这里扮演着和平的角色，但是俄罗斯和土耳其支持的是两个反对的阵营。”",{关键之一是叙利亚，莫斯科最近扮演了调解者的角色，但俄罗斯和土耳其却站在了对立面。},0.045576197,0.120385853,0.2182178902359924
